,content
3029,　　农产品的标准化已然成为了现在业界讨论的热点。由于历史政策等原因，上游种植分散化，导致农产品从种植端开始就难以形成一个标准，而且这个问题在现阶段没有很好的解决方案。对于撮合交易来说，首先需要解决的就是标准化问题。不同于标准化生产的工业品，农产品的标准化需要投入大量的精力，才能取得些许成果。
3030,　　一亩田创始合伙人、总裁顾铭向亿邦动力网表示，一亩田曾投入了大量时间对平台上的农产品标准进行制定。目前，一亩田已经梳理出来了1.2万种农产品，并通过4级分类体系对其进行分类，每个分类整理出标准化的规格参数。此举可以让卖家的供应和买家的需求变成标准化的描述，方便通过技术手段将买卖双方自动匹配。
3031,　　当然仅靠这一点是无法解决农产品的非标性难题的，一亩田选择同时从交易的双方入手，将人也标准化。在供应商端，一亩田根据卖家提供的货品质量、服务质量、供应能力等综合水平对其进行分级分类；在采购端，根据超市、批发商等不同的采购需求对买家“标注化”。“我们做的不是一般的撮合，而是在不同的群体之间，精准化的撮合匹配。”
3032,　　对于农产品的标准化来说，既有基础性标准，还有更多的市场化标准。顾铭告诉亿邦动力网，一亩田会逐步通过平台功能集合去释放买家的“采购意愿”，以采购标准去推动农产品标准。除此外，面对消费升级的进程，一亩田也正在通过标准化手段，搭建平台上产品的品质层级，建立起一系列依托品质的标的，可以称之为“品质撮合”。
3033,　　农产品撮合之后 还有更大想象空间
3034,　　自营和撮合两种商业模式一直是B2B电商的争论点之一，现在并没有一个孰是孰非的结果。在农产品B2B领域，两种模式亦是无所谓对错。比如全国性食材配送平台美菜、链农以自营为主，大白菜+、一亩田以撮合为主。
3035,　　对于一亩田来说，此次新的定位，实际上是从过去参与农产品交易的重模式脱离出来，明确轻模式的定位，也将现阶段可能的自营要素抛开。
3036,　　现实状况是，自营取决于打通两端的能力，但由于农产品交易非常复杂，上游生产、供应、服务、下游市场都很分散，打通两端本身就是一个非常巨大的挑战。此外，打通两端需要看是基于什么品类，如果是单品类，那么其成本的覆盖能力不强，打通上游的能力就会更弱；反之多品类，对上游的连接能力又有更大的要求。
3037,"　　,中新网,杭州1月16日电(汪恩民 胡丰盛)在2016年举行的G20杭州峰会上，阿里巴巴董事局主席马云提出建立eWTP(世界电子商务贸易平台)，引起全球关注。为推动eWTP落地，1月16日，正在浙江省会杭州参加政协第十一届浙江省委员会第五次会议的浙江省政协常委、衢州市副市长马梅芝呼吁，成立省级层面的协调和推进机制，通过政企联动，开展实践性探索，借跨境电商促贸易转型。"
3038,　　上一轮全球化的浪潮，WTO的成就，世人有目共睹，中国也由此受益。在第四次技术革命的冲击下，一场国际贸易规则重整的大幕正在徐徐拉开。
3039,　　然而，eWTP作为一个新生事物，如何引领企业投身其中？马梅芝认为，它需要有个政企合作的“脚印地”。浙江应抓紧成立省级层面的协调和推进机制，力争国家支持。
3040,　　2015年9月30日，衢州与阿里巴巴率先进行政阿(政府与阿里巴巴)合作，推出了作为跨境电商“eWTP”尝试的“飞跃930项目”合作，形成了政阿合作项目推进的“五部曲”模式：一是举办针对企业“一把手”思维转型的“橙功营”培训班；二是举办企业业务人员培训的“启橙学院”培训班；三是对接考察“行业一流”；四是招募“拍档”进入，进行“一企一拍档”对接；五是政府及相关部门以企业问题为导向及时协调解决。
3041,　　“2016年共有300家企业在平台上线，许多都是传统企业，试单交易额达5000多万美元。”马梅芝表示，目前衢州的实践经验已通过阿里巴巴渠道向杭州、宁波等地进行了输出，成效良好。她建议建立浙江省政府层面的鼓励探索和政策扶持意见和措施。
3042,　　她说，当前借助eWTP平台，制约从试单走向规模跨境贸易的主要瓶颈因素，是平台的授信额度制约问题。“在调研中我们了解到，为帮助企业提高跨境贸易竞争力，山东省为在eWTP平台上的所有山东企业作信用背书：所有开通信用保障服务的阿里巴巴付费会员额外获得5万美元的保障额度提升；山东省商务厅推荐的200家优质出口企业更是可以额外获得15万美元额度。我建议浙江省政府层面介入为eWTP平台企业做信用背书，并且提升山东模式的保障额度。”
3043,　　此外，eWTP作为新生事物，必然对传统的政府行政管理体系造成冲击，马梅芝建议，政府部门如海关的现有报关、统计体系，商务部门的考核指导体系等，尽快予以匹配，并且对eWTP平台上涌现的优秀企业，予以物质与精神双重奖励。
3044,　　“我们需要集合政府、阿里巴巴以及第三方机构的力量，共同打造生态闭环，用‘平台+生态’的体系来重构‘互联网+’时代背景下的国际贸易规则。”马梅芝呼吁，财政、金融机构、信保机构、物流机构、经信委、发改委、大专院校等单位都需要主动介入，为eWTP平台赋能，从而真正推动eWTP在浙江的落地，进而推向全国。(完)
3045,　　“三农”电商发展迅猛， 2016年1月至9月我国农产品电商交易额突破1700亿元。我国农产品在线经营企业和商户达100万家，预计全年交易额将超过2200亿元。电商的发展不仅促进了农民收入的增加，也带动了农村经济的发展。
3046,　　在此背景下，2017年元旦起，电商门户、互联网+智库——中国电子商务研究中心在继钢铁电商、跨境进口电商、化塑电商之后，启动了中国电商行业100位大佬独家系列调研访谈第四期之——“三农”电商，并邀请小鸡啄米、有种网、本来生活、农村淘宝、一亩田、中粮我买网、农商1号、艺福堂、美菜网，以及京东、苏宁、国美在线等电商大佬参与访谈，共同分享创业经历，探寻行业前景。
3047,　　今天，我们为您带来中国电子商务研究中心与一亩田创始人邓锦宏的独家对话。
3048,　　高管简介：
3049,　　邓锦宏，一亩田创始人。北京邮电大学信息工程系毕业，有7年参与和从事农业信息化和农业电商的工作经历。最早任百度产品经理，负责百度贴吧、百度空间等。 曾任百度市场部战略合作负责人，负责用户产品市场部商务运营。创立服装电子商务直销品牌麦多在线OUMOSHOP。
3050,　　公司名片：
3051,　　成立日期：2011年9月
3052,　　平台定位：农产品B2B电子商务平台
3053,　　核心数据：
3054,　　员工200人
3055,　　app注册人数346万(截止2016年12月底)
3056,　　平台周活跃用户量：44万(截止2016年12月底)
3057,　　未来三年用户将达到1000万-1200万量级
3058,　　以下是中国电子商务研究中心(100EC.CN)与一亩田CEO邓锦宏的独家对话：
3059,　　1 解决农产品流通信息不对称 突破买卖难痛点
3060,　　中国电子商务研究中心：请问，您当初创办一亩田的初衷是什么？创办时是如何分析农村电商的发展前景？
3061,　　邓锦宏：2009年我在百度市场部工作，在运营一个乡村信息化项目时发现，全国尽管有60万个行政村，但是在百度上能搜索到的农村却很少。因此，我就萌发了通过互联网推动农村农业信息对称的想法。因为做大农村信息化的构想并不符合当时百度的业务方向，所以2011年我离开百度，决定创办一亩田。
3062,　　刚开始创业的时候，我首先从最简单和最擅长的地方入手，做农产品的搜索和比价。开始着手后越来越认识到，农产品流通中信息不对称的问题十分突出，这既是传统多层次市场体系存在的原因，也是结果。因此，我决定介入农产品的贸易，尝试创立一个农业电商。
3063,　　根据公安部发布的数据，2016年1月至11月，全国共破获各类电信网络诈骗案件9.3万起，查处违法犯罪人员5.2万人。为了充分发挥360等网络安全厂商的技术优势，猎网平台与全国221个地区的公安机关建立联系，协助侦破100多起重大网络诈骗犯罪案件，打掉10余个大型诈骗团伙。
